"HGME.ID","Parent Code","Book No.","Extract No.","Sample No.","Expt Date","Extraction Solvents","Replicate","Internal Standards?","Crude Wt / g","Tare / g","Final / g","Extract Wt / mg","Storage Location","Other Identifiers?","Notes"
"HGME_0243","HGME_0231","MC01-71","1A","MC01-71-1A",2025-02-03,"MeOH",NA,"Yes",NA,NA,NA,NA,NA,NA,"Bile acid sample prep"
"HGME_0244","HGME_0235","MC01-71","2A","MC01-71-2A",2025-02-03,"MeOH",NA,"Yes",NA,NA,NA,NA,NA,NA,"Bile acid sample prep"
"HGME_0245","HGME0017","PR01-10","03","PR01-10-03",2024-03-08,"DCM layer",NA,"No",NA,NA,NA,"6.8000000000000005E-2",NA,NA,"Biphasic extraction(Water/DCM)"
"HGME_0246","HGMF_0089","PR01-21","01","PR01-21-01",2024-06-21,"1:1 MeOH/CDCl3",NA,"No",NA,NA,NA,NA,NA,NA,"Non-polar"
"HGME_0247","HGMF_0089","PR01-21","02","PR01-21-02",2024-06-21,"1:1 MeOH/CDCl3",NA,"No",NA,NA,NA,NA,NA,NA,"Polar"
"HGME_0248","HGMF_0052","MC01-29","SL","MC01-29-SL",2024-07-02,"Cold acetonitrile",NA,"No",NA,1.0855,1.0935,"8.0000000000000071",NA,NA,"Insoluble in Acetonitrile (unless sonicated)"
"HGME_0249","HGMF_0052","MC01-29","ML-01","MC01-29-ML-01",2024-07-02,"Cold acetonitrile",NA,"No",NA,1.0876,NA,"NA",NA,NA,"Mother Liquor"
"HGME_0250","HGMF_0052","MC01-29","ML-02","MC01-29-ML-02",2024-07-02,"Cold acetonitrile",NA,"No",NA,1.0852,1.0908,"5.6000000000000494",NA,NA,"Mother Liquor"
"HGME_0251","HGMH_0008","MC01-73","SCFA-6A","MC01-73-SCFA-6A",2025-02-18,"50% MeCN","1","Yes",0.0641,NA,NA,NA,NA,NA,NA
"HGME_0252","HGMH_0009","MC01-73","SCFA-6B","MC01-73-SCFA-6B",2025-02-18,"50% MeCN","2","Yes",0.1101,NA,NA,NA,NA,NA,NA
"HGME_0253","HGMH_0010","MC01-73","SCFA-6B","MC01-73-SCFA-6B",2025-02-18,"50% MeCN","3","Yes",0.584,NA,NA,NA,NA,NA,NA
"HGME_0254","HGMH_0011","MC01-73","SCFA-7A","MC01-73-SCFA-7A",2025-02-18,"50% MeCN","1","Yes",0.0689,NA,NA,NA,NA,NA,NA
"HGME_0255","HGMH_0012","MC01-73","SCFA-7B","MC01-73-SCFA-7B",2025-02-18,"50% MeCN","2","Yes",0.0631,NA,NA,NA,NA,NA,NA
"HGME_0256","HGMH_0013","MC01-73","SCFA-7C","MC01-73-SCFA-7C",2025-02-18,"50% MeCN","3","Yes",0.0648,NA,NA,NA,NA,NA,NA
"HGME_0257","HGME_0251","MC01-73","HILIC+VOC-6A","MC01-73-HILIC+VOC-6A",2025-02-18,"80% MeOH","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0258","HGME_0252","MC01-73","HILIC+VOC-6B","MC01-73-HILIC+VOC-6B",2025-02-18,"80% MeOH","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0259","HGME_0253","MC01-73","HILIC+VOC-6C","MC01-73-HILIC+VOC-6C",2025-02-18,"80% MeOH","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0260","HGME_0254","MC01-73","HILIC+VOC-7A","MC01-73-HILIC+VOC-7A",2025-02-18,"80% MeOH","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0261","HGME_0255","MC01-73","HILIC+VOC-7B","MC01-73-HILIC+VOC-7B",2025-02-18,"80% MeOH","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0262","HGME_0256","MC01-73","HILIC+VOC-7C","MC01-73-HILIC+VOC-7C",2025-02-18,"80% MeOH","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0263","HGME_0257","MC01-73","C18+BA-6A","MC01-73-C18+BA-6A",2025-02-18,"2:1 MeOH/DCM","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0264","HGME_0258","MC01-73","C18+BA-6B","MC01-73-C18+BA-6B",2025-02-18,"2:1 MeOH/DCM","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0265","HGME_0259","MC01-73","C18+BA-6C","MC01-73-C18+BA-6C",2025-02-18,"2:1 MeOH/DCM","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0266","HGME_0260","MC01-73","C18+BA-7A","MC01-73-C18+BA-7A",2025-02-18,"2:1 MeOH/DCM","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0267","HGME_0261","MC01-73","C18+BA-7B","MC01-73-C18+BA-7B",2025-02-18,"2:1 MeOH/DCM","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0268","HGME_0262","MC01-73","C18+BA-7C","MC01-73-C18+BA-7C",2025-02-18,"2:1 MeOH/DCM","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0269","HGMH_0014","MC01-78","M-02-R1","MC01-78M-02-R1-NP",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0270","HGMH_0015","MC01-78","M-02-R2","MC01-78M-02-R2-NP",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0271","HGMH_0016","MC01-78","M-02-R3","MC01-78M-02-R3-NP",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0272","HGMH_0026","MC01-78","F-02-R1","MC01-78F-02-R1-NP",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0273","HGMH_0027","MC01-78","F-02-R2","MC01-78F-02-R2-NP",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0274","HGMH_0028","MC01-78","F-02-R3","MC01-78F-02-R3-NP",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0275","HGMH_0014; HGMH_0015; HGMH_0016; HGMH_0026; HGMH_0027; HGMH_0028","MC01-78","PBQC-02","MC01-78PBQC-02-NP",2025-02-25,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0276","HGMH_0017","MC01-78","M-04-R1","MC01-78M-04-R1-NP",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0277","HGMH_0018","MC01-78","M-04-R2","MC01-78M-04-R2-NP",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0278","HGMH_0019","MC01-78","M-04-R3","MC01-78M-04-R3-NP",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0279","HGMH_0029","MC01-78","F-04-R1","MC01-78F-04-R1-NP",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0280","HGMH_0030","MC01-78","F-04-R2","MC01-78F-04-R2-NP",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0281","HGMH_0031","MC01-78","F-04-R3","MC01-78F-04-R3-NP",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0282","; HGMH_0018; HGMH_0019; HGMH_0029; HGMH_0030; HGMH_0031","MC01-78","PBQC-04","MC01-78PBQC-04-NP",2025-02-25,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0283","HGMH_0020","MC01-78","M-06-R1","MC01-78M-06-R1-NP",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0284","HGMH_0021","MC01-78","M-06-R2","MC01-78M-06-R2-NP",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0285","HGMH_0022","MC01-78","M-06-R3","MC01-78M-06-R3-NP",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0286","HGMH_0032","MC01-78","F-06-R1","MC01-78F-06-R1-NP",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0287","HGMH_0033","MC01-78","F-06-R2","MC01-78F-06-R2-NP",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0288","HGMH_0034","MC01-78","F-06-R3","MC01-78F-06-R3-NP",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0289","HGMH_0020; HGMH_0021; HGMH_0022; HGMH_0032; HGMH_0033; HGMH_0034","MC01-78","PBQC-06","MC01-78PBQC-06-NP",2025-02-25,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0290","HGMH_0023","MC01-78","M-10-R1","MC01-78M-10-R1-NP",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0291","HGMH_0024","MC01-78","M-10-R2","MC01-78M-10-R2-NP",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0292","HGMH_0025","MC01-78","M-10-R3","MC01-78M-10-R3-NP",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0293","HGMH_0035","MC01-78","F-10-R1","MC01-78F-10-R1-NP",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0294","HGMH_0036","MC01-78","F-10-R2","MC01-78F-10-R2-NP",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0295","HGMH_0037","MC01-78","F-10-R3","MC01-78F-10-R3-NP",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0296","HGMH_0023; HGMH_0024; HGMH_0025; HGMH_0035; HGMH_0036; HGMH_0037","MC01-78","PBQC-10","MC01-78PBQC-10-NP",2025-02-25,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0297","HGMH_0014","MC01-78","M-02-R1","MC01-78M-02-R1-Pol",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0298","HGMH_0015","MC01-78","M-02-R2","MC01-78M-02-R2-Pol",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0299","HGMH_0016","MC01-78","M-02-R3","MC01-78M-02-R3-Pol",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0300","HGMH_0026","MC01-78","F-02-R1","MC01-78F-02-R1-Pol",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0301","HGMH_0027","MC01-78","F-02-R2","MC01-78F-02-R2-Pol",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0302","HGMH_0028","MC01-78","F-02-R3","MC01-78F-02-R3-Pol",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0303","HGMH_0014; HGMH_0015; HGMH_0016; HGMH_0026; HGMH_0027; HGMH_0028","MC01-78","PBQC-02","MC01-78PBQC-02-Pol",2025-02-25,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0304","HGMH_0017","MC01-78","M-04-R1","MC01-78M-04-R1-Pol",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0305","HGMH_0018","MC01-78","M-04-R2","MC01-78M-04-R2-Pol",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0306","HGMH_0019","MC01-78","M-04-R3","MC01-78M-04-R3-Pol",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0307","HGMH_0029","MC01-78","F-04-R1","MC01-78F-04-R1-Pol",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0308","HGMH_0030","MC01-78","F-04-R2","MC01-78F-04-R2-Pol",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0309","HGMH_0031","MC01-78","F-04-R3","MC01-78F-04-R3-Pol",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0310","; HGMH_0018; HGMH_0019; HGMH_0029; HGMH_0030; HGMH_0031","MC01-78","PBQC-04","MC01-78PBQC-04-Pol",2025-02-25,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0311","HGMH_0020","MC01-78","M-06-R1","MC01-78M-06-R1-Pol",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0312","HGMH_0021","MC01-78","M-06-R2","MC01-78M-06-R2-Pol",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0313","HGMH_0022","MC01-78","M-06-R3","MC01-78M-06-R3-Pol",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0314","HGMH_0032","MC01-78","F-06-R1","MC01-78F-06-R1-Pol",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0315","HGMH_0033","MC01-78","F-06-R2","MC01-78F-06-R2-Pol",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0316","HGMH_0034","MC01-78","F-06-R3","MC01-78F-06-R3-Pol",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0317","HGMH_0020; HGMH_0021; HGMH_0022; HGMH_0032; HGMH_0033; HGMH_0034","MC01-78","PBQC-06","MC01-78PBQC-06-Pol",2025-02-25,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0318","HGMH_0023","MC01-78","M-10-R1","MC01-78M-10-R1-Pol",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0319","HGMH_0024","MC01-78","M-10-R2","MC01-78M-10-R2-Pol",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0320","HGMH_0025","MC01-78","M-10-R3","MC01-78M-10-R3-Pol",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0321","HGMH_0035","MC01-78","F-10-R1","MC01-78F-10-R1-Pol",2025-02-25,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0322","HGMH_0036","MC01-78","F-10-R2","MC01-78F-10-R2-Pol",2025-02-25,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0323","HGMH_0037","MC01-78","F-10-R3","MC01-78F-10-R3-Pol",2025-02-25,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0324","HGMH_0023; HGMH_0024; HGMH_0025; HGMH_0035; HGMH_0036; HGMH_0037","MC01-78","PBQC-10","MC01-78PBQC-10-Pol",2025-02-25,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0325","HGMH_0038","MC01-80","A-R1","MC01-80A-R1-NP",2025-03-03,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,"Uses cryomill"
"HGME_0326","HGMH_0039","MC01-80","A-R2","MC01-80A-R2-NP",2025-03-03,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,"Uses cryomill"
"HGME_0327","HGMH_0040","MC01-80","A-R3","MC01-80A-R3-NP",2025-03-03,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,"Uses cryomill"
"HGME_0328","HGMH_0041","MC01-80","B-R1","MC01-80B-R1-NP",2025-03-03,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,"Standard extract"
"HGME_0329","HGMH_0042","MC01-80","B-R2","MC01-80B-R2-NP",2025-03-03,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,"Standard extract"
"HGME_0330","HGMH_0043","MC01-80","B-R3","MC01-80B-R3-NP",2025-03-03,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,"Standard extract"
"HGME_0331","HGMH_0038; HGMH_0039; HGMH_0040; HGMH_0041; HGMH_0042; HGMH_0043","MC01-80","PBQC","MC01-80PBQC-NP",2025-03-03,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0332","HGMH_0038","MC01-80","A-R1","MC01-80A-R1-Pol",2025-03-03,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0333","HGMH_0039","MC01-80","A-R2","MC01-80A-R2-Pol",2025-03-03,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0334","HGMH_0040","MC01-80","A-R3","MC01-80A-R3-Pol",2025-03-03,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0335","HGMH_0041","MC01-80","B-R1","MC01-80B-R1-Pol",2025-03-03,"MTBE/MeOH/H2O","1","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0336","HGMH_0042","MC01-80","B-R2","MC01-80B-R2-Pol",2025-03-03,"MTBE/MeOH/H2O","2","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0337","HGMH_0043","MC01-80","B-R3","MC01-80B-R3-Pol",2025-03-03,"MTBE/MeOH/H2O","3","Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0338","HGMH_0038; HGMH_0039; HGMH_0040; HGMH_0041; HGMH_0042; HGMH_0043","MC01-80","PBQC","MC01-80PBQC-Pol",2025-03-03,"MTBE/MeOH/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"HGME_0339","HGMH_0044","MC01-81","1","MC01-81-1",2025-02-27,"DCM/H2O",NA,"No",NA,NA,NA,NA,NA,NA,"Not kept, just trial extractions"
"HGME_0340","HGMH_0045","MC01-81","2","MC01-81-2",2025-02-27,"MTBE/MeOH/H2O",NA,"No",NA,NA,NA,NA,NA,NA,"Not kept, just trial extractions"
"HGME_0341","HGMH_0046","MC01-81","3","MC01-81-3",2025-02-27,"MTBE/MeOH/H2O",NA,"No",NA,NA,NA,NA,NA,NA,"Not kept, just trial extractions"
"HGME_0342","HGMF_1008","MC01-72","55-25","MC01-72-55-25",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0343","HGMF_1011","MC01-72","55-29","MC01-72-55-29",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0344","HGMF_1012","MC01-72","55-30","MC01-72-55-30",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0345","HGMF_1013","MC01-72","55-32","MC01-72-55-32",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0346","HGMF_1014","MC01-72","55-34","MC01-72-55-34",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0347","HGMF_1015","MC01-72","55-35","MC01-72-55-35",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0348","HGMF_1016","MC01-72","55-36","MC01-72-55-36",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0349","HGMF_1017","MC01-72","55-37","MC01-72-55-37",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0350","HGME_0200","MC01-72","52-DCM","MC01-72-52-DCM",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0351","HGME_0201","MC01-72","52-AQ","MC01-72-52-AQ",2025-02-10,"50% MeCN/H2O",NA,"Yes",NA,NA,NA,NA,NA,NA,"SCFA extraction"
"HGME_0352","HGMH_0047","MC01-102","A1","MC01-102-A1",2025-04-16,"100% MeOH","1","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0353","HGMH_0048","MC01-102","A2","MC01-102-A2",2025-04-16,"100% MeOH","2","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0354","HGMH_0049","MC01-102","A3","MC01-102-A3",2025-04-16,"100% MeOH","3","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0355","HGMH_0050","MC01-102","B1","MC01-102-B1",2025-04-16,"100% MeOH","1","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0356","HGMH_0051","MC01-102","B2","MC01-102-B2",2025-04-16,"100% MeOH","2","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0357","HGMH_0052","MC01-102","B3","MC01-102-B3",2025-04-16,"100% MeOH","3","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0358","HGME_0352","MC01-103","A1-DCM","MC01-103-A1-DCM",2025-04-17,"DCM","1","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0359","HGME_0352","MC01-103","A1-AQ","MC01-103-A1-AQ",2025-04-17,"Water","1","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0360","HGME_0353","MC01-103","A2-DCM","MC01-103-A2-DCM",2025-04-17,"DCM","2","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0361","HGME_0353","MC01-103","A2-AQ","MC01-103-A2-AQ",2025-04-17,"Water","2","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0362","HGME_0354","MC01-103","A3-DCM","MC01-103-A3-DCM",2025-04-17,"DCM","3","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0363","HGME_0354","MC01-103","A3-AQ","MC01-103-A3-AQ",2025-04-17,"Water","3","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0364","HGME_0355","MC01-103","B1-DCM","MC01-103-B1-DCM",2025-04-17,"DCM","1","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0365","HGME_0355","MC01-103","B1-AQ","MC01-103-B1-AQ",2025-04-17,"Water","1","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0366","HGME_0356","MC01-103","B2-DCM","MC01-103-B2-DCM",2025-04-17,"DCM","2","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0367","HGME_0356","MC01-103","B2-AQ","MC01-103-B2-AQ",2025-04-17,"Water","2","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0368","HGME_0357","MC01-103","B3-DCM","MC01-103-B3-DCM",2025-04-17,"DCM","3","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0369","HGME_0357","MC01-103","B3-AQ","MC01-103-B3-AQ",2025-04-17,"Water","3","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
